Event_ID,Source_Event_IDs,Event_Name,Event_Type,Country,Country_Code,Location,Latitude,Longitude,Date,Year,Month,Day,Time,Severity,Population_Affected,Fatalities,People_Displaced,Financial_Loss,Alert_Level,Source,Comments,External_Links
f3f1517d273790fd10b6b2710bf74408,['AC-2000-000316-BGD'],Tech. Disaster,AC,Bangladesh,BGD,['Near Chittagong port'],[22.256944],[91.821944],2000/5/31,2000,5,31,,,,,,,,[],"['{M Tanker ""Dana""} (Water)']",[]
ab1605c79589e9378d9d373aef7c7602,['AC-2000-000353-BGD'],Tech. Disaster,AC,Bangladesh,BGD,"['Meghna river (Badarpur, Barisal district)']",[22.96],[90.28],2000/6/14,2000,6,14,,,,,,,,[],"['{Ferries ""ML Manoshi-4"" and ""MV Dweepraj-2""} (Water)']",[]
4119ec45f240a0e69ab643d17506fcad,['AC-2000-000481-BGD'],Tech. Disaster,AC,Bangladesh,BGD,['Burigana river (Near Dhaka)'],[23.6272508],[90.4514161],2000/7/27,2000,7,27,,,,,,,,[],"['{Ferry ""Ashique""} (Water)']",[]
ee3bb9ca55894ce40f876cd2d589db6e,"['AC-2000-000536-BGD', 'AC-2000-000871-BGD']",Tech. Disaster,AC,Bangladesh,BGD,"['Dacca', 'Chittagong']","[22.3666667, 23.709921]","[90.407143, 91.8]",2000/8/27,2000,8,27,,,,,,,,[],"['{Factory} (Ind:Fire)', '{Warehouse} (Misc:Collapse)']",[]
8186f14ff0ad6f187f1a98e73adea48e,['AC-2001-000640-BGD'],Tech. Disaster,AC,Bangladesh,BGD,['Tetulia river'],[22.2792969],[90.4840432],2001/11/29,2001,11,29,,,,,,,,[],"['{Ferry ""Jahangir""} (Water)']",[]
d4d02fe59c86ad56ef544281a7d697ea,['AC-2001-000702-BGD'],Tech. Disaster,AC,Bangladesh,BGD,['Bogra district'],[24.8453265],[89.3786931],2001/12/27,2001,12,27,,,,,,,,[],['(Road)'],[]
e94280edff9c2a78dfac7589259812d4,['AC-2001-000304-BGD'],Tech. Disaster,AC,Bangladesh,BGD,['Meghna river'],[23.5071776],[90.8176661],2001/4/29,2001,4,29,,,,,,,,[],['(Water)'],[]
e8cae3a4690f1ae5c0bddc82957a93c5,['AC-2001-000235-BGD'],Tech. Disaster,AC,Bangladesh,BGD,['Near Barbakunda'],[23.684994],[90.356331],2001/6/1,2001,6,1,,,,,,,,[],['{Ferry} (Water)'],[]
f68395fda45804686992092e6c32626b,['AC-2001-000422-BGD'],Tech. Disaster,AC,Bangladesh,BGD,['Dacca'],[23.709921],[90.407143],2001/8/8,2001,8,8,,,,,,,,[],['{Factory} (Ind:Fire)'],[]
0cd5ccb287325d302bdd854fd2aa59e9,['AC-2001-000567-BGD'],Tech. Disaster,AC,Bangladesh,BGD,"['Sreepur Upazila, Gazipur']",[23.684994],[90.356331],2001/9/21,2001,9,21,,,,,,,,[],['(Rail)'],[]
55462daed6a9cc9d027f33128ee9952d,['AC-2002-000855-BGD'],Tech. Disaster,AC,Bangladesh,BGD,['Dhaka'],[23.684994],[90.356331],2002/1/7,2002,1,7,,,,,,,,[],['(Road)'],[]
be00430c89da1ae4aeb6403a1ab1b808,['AC-2002-000726-BGD'],Tech. Disaster,AC,Bangladesh,BGD,['Brahmanbaria district'],[23.8543129],[91.135302],2002/10/26,2002,10,26,,,,,,,,[],['(Rail)'],[]
e068ec0589ed922556ae76a2fb17ad0d,['AC-2002-000750-BGD'],Tech. Disaster,AC,Bangladesh,BGD,['Gaibandha'],[25.1879868],[89.4742177],2002/12/1,2002,12,1,,,,,,,,[],['(Misc:Other)'],[]
5e9c7483310ee02cbe83d623b17b1cdf,['AC-2002-000142-BGD'],Tech. Disaster,AC,Bangladesh,BGD,"['Lalbah, Agargoan, Islamag districts (Dacca)']",[23.709921],[90.407143],2002/3/7,2002,3,7,,,,,,,,[],['{Shanties} (Misc:Fire)'],[]
0639dc1f1d0985fc488d325fcb990b6b,['AC-2002-000304-BGD'],Tech. Disaster,AC,Bangladesh,BGD,[],[23.684994],[90.356331],2002/5/24,2002,5,24,,,,,,,,[],"['{Ferry ""M.L. Suraha""} (Water)']",[]
8db1f79009f2fb9c71e601f45cb43fed,['AC-2002-000253-BGD'],Tech. Disaster,AC,Bangladesh,BGD,['Meghna river (near Chandpur port)'],[23.684994],[90.356331],2002/5/3,2002,5,3,,,,,,,,[],['{Ferry} (Water)'],[]
42eba6bb4e03d57274a2d6e6f74463e1,['AC-2000-000246-BEN'],Tech. Disaster,AC,Benin,BEN,['Between Ketou and Natitingou'],[10.31291],[1.388616],2000/5/14,2000,5,14,,,,,,,,[],['(Road)'],[]
2e48934c0281ff3d8231e64e3f0981d1,['AC-2001-000212-BEN'],Tech. Disaster,AC,Benin,BEN,['Nokoue lake'],[6.4232528],[2.4406387],2001/5/9,2001,5,9,,,,,,,,[],['(Water)'],[]
2348894c464b07757c39c8ece4388dd5,['AC-2001-000425-BEN'],Tech. Disaster,AC,Benin,BEN,['Gu?n?'],[9.30769],[2.315834],2001/8/6,2001,8,6,,,,,,,,[],['(Road)'],[]
752acf3099bfc844f13317c3a6a2bf50,['AC-2002-000111-BEN'],Tech. Disaster,AC,Benin,BEN,['Between Parakou and Malanville'],[11.8666667],[3.3833333],2002/2/17,2002,2,17,,,,,,,,[],['(Road)'],[]
7328941a4b9ec4f3f0e81d098a4cbc77,['AC-2000-000203-BMU'],Tech. Disaster,AC,Bermuda,BMU,"['Noth Atlantic sea, between Bermuda and Nova Scotia']",[32.321384],[-64.75737],2000/3/24,2000,3,24,,,,,,,,[],['{Bulk carrier Leader L.} (Water)'],[]
2a59895ce60da4484bac1d6f397ac13d,['AC-2000-000765-BOL'],Tech. Disaster,AC,Bolivia,BOL,['Yungas region'],[-16.290154],[-63.588653],2000/11/20,2000,11,20,,,,,,,,[],['(Road)'],[]
0f34a912db750cc993713fa31d276df5,['AC-2000-000716-BOL'],Tech. Disaster,AC,Bolivia,BOL,['Near Colomi'],[-17.3399775],[-65.8649827],2000/11/5,2000,11,5,,,,,,,,[],['(Road)'],[]
4dd5f67da452e5484dc8515753e0103b,['AC-2000-000440-BOL'],Tech. Disaster,AC,Bolivia,BOL,['Near La Paz'],[-16.49901],[-68.146248],2000/7/24,2000,7,24,,,,,,,,[],['(Road)'],[]
0c3911dd47a615332e86130e56e88534,['AC-2002-000387-BOL'],Tech. Disaster,AC,Bolivia,BOL,"['Challa, near Caranavi (Andes)']",[-16.290154],[-63.588653],2002/6/27,2002,6,27,,,,,,,,[],['(Road)'],[]
6f780752371fea9671f68cf0d89192fb,['AC-2002-000560-BOL'],Tech. Disaster,AC,Bolivia,BOL,['Los Yungas region'],[-16.290154],[-63.588653],2002/9/2,2002,9,2,,,,,,,,[],['(Road)'],[]
816429ed1bd9e949b7ab6260ed1c1721,['AC-2000-000244-BIH'],Tech. Disaster,AC,Bosnia-Herzegovina,BIH,['Near Kakanj'],[43.915886],[17.679076],2000/5/13,2000,5,13,,,,,,,,[],['(Road)'],[]
ce9881641a7020a1dc59892040d8fb94,['AC-2000-000004-BRA'],Tech. Disaster,AC,Brazil,BRA,['Pouso Redondo (Etat de Santa Catarina)'],[-26.928572],[-49.3653149],2000/1/12,2000,1,12,,,,,,,,[],['(Road)'],[]
ef62a7aa5d443b0ce1519f7b68b91b23,['AC-2000-000115-BRA'],Tech. Disaster,AC,Brazil,BRA,['Guanabara Bay (Rio de Janeiro)'],[-22.7803077],[-43.1262591],2000/1/18,2000,1,18,,,,,,,,[],['{Petrobas refinery} (Ind:Chemical spill)'],[]
573c0b2f8581d6807873340bb42516ca,['AC-2000-000646-BRA'],Tech. Disaster,AC,Brazil,BRA,['Tabosa region'],[-14.235004],[-51.92528],2000/10/3,2000,10,3,,,,,,,,[],['(Road)'],[]
8e50466f41ffdbbd363b7521fcefe934,['AC-2000-000820-BRA'],Tech. Disaster,AC,Brazil,BRA,['Solimoes river (near Manaus)'],[-3.1064093],[-60.0264297],2000/11/25,2000,11,25,,,,,,,,[],['{Princesa Amanda} (Water)'],[]
06b78fea9800252224c62e70950e9c5a,['AC-2000-000802-BRA'],Tech. Disaster,AC,Brazil,BRA,['Minas Gerais state'],[-14.235004],[-51.92528],2000/12/17,2000,12,17,,,,,,,,[],['(Road)'],[]
9f130570bbdd0070421fc2932bd64f6d,['AC-2000-000808-BRA'],Tech. Disaster,AC,Brazil,BRA,['Near Recife'],[-8.0542775],[-34.8812561],2000/12/19,2000,12,19,,,,,,,,[],['(Road)'],[]
e11ab70da21a4560882e96f2ccaebf82,['AC-2000-000177-BRA'],Tech. Disaster,AC,Brazil,BRA,['Miracatu (Sao Paulo state)'],[-24.2870334],[-47.4584356],2000/4/3,2000,4,3,,,,,,,,[],['(Road)'],[]
dcde98f8b3041ded95181fba6a04a988,['AC-2000-000340-BRA'],Tech. Disaster,AC,Brazil,BRA,['Uruguaiana (Rio Grande state)'],[-14.235004],[-51.92528],2000/6/20,2000,6,20,,,,,,,,[],"[""{Garderie d'enfants} (Misc:Fire)""]",[]
f079c6116c91262988d342411fde708b,['AC-2000-000468-BRA'],Tech. Disaster,AC,Brazil,BRA,['Sao Paulo'],[-23.5489433],[-46.6388182],2000/7/28,2000,7,28,,,,,,,,[],['(Rail)'],[]
93e6db8659e940684f22afd1f52a3443,['AC-2001-000638-BRA'],Tech. Disaster,AC,Brazil,BRA,['Belo Horizonte (Minas Gerais)'],[-19.9190677],[-43.9385747],2001/11/24,2001,11,24,,,,,,,,[],"['{Discoth?que ""Caneco Mineiro""} (Misc:Fire)']",[]
472a13210888436c75e8246c5c4b4cc9,['AC-2001-000110-BRA'],Tech. Disaster,AC,Brazil,BRA,['Campos'],[-21.7544683],[-41.324407],2001/3/15,2001,3,15,,,,,,,,[],['{Plate-forme Petrobas} (Ind:Explosion)'],[]
a63aad7dacde67e7dbc5a0894e02637d,['AC-2001-000119-BRA'],Tech. Disaster,AC,Brazil,BRA,['Minas Gerais state'],[-14.235004],[-51.92528],2001/3/21,2001,3,21,,,,,,,,[],['(Road)'],[]
a0cd81d9eeaf2dd256c0e39917d6b749,['AC-2002-000045-BRA'],Tech. Disaster,AC,Brazil,BRA,['Amapa state coasts'],[-14.235004],[-51.92528],2002/1/26,2002,1,26,,,,,,,,[],['(Water)'],[]
02a26cead8d6b84112ed9d6646abb7bc,['AC-2002-000061-BRA'],Tech. Disaster,AC,Brazil,BRA,['Para state'],[-14.235004],[-51.92528],2002/1/31,2002,1,31,,,,,,,,[],['(Road)'],[]
02ae4238d4eb7531ed43be4d74277233,['AC-2002-000642-BRA'],Tech. Disaster,AC,Brazil,BRA,['Sergipe State'],[-14.235004],[-51.92528],2002/10/6,2002,10,6,,,,,,,,[],['(Road)'],[]
a578b5a40046bc90dc61538e3c62e6dc,['AC-2002-000784-BRA'],Tech. Disaster,AC,Brazil,BRA,"['Para river (Amazonia, North)']",[-14.235004],[-51.92528],2002/12/18,2002,12,18,,,,,,,,[],"['{Boat ""Sap Luiz""} (Water)']",[]
b249c01e68a3dab3395c7ea9f2f991e7,['AC-2002-000276-BRA'],Tech. Disaster,AC,Brazil,BRA,['Franca region'],[-14.235004],[-51.92528],2002/5/9,2002,5,9,,,,,,,,[],['(Road)'],[]
00612ff93ea2555bac3f5040569a7679,['AC-2002-000868-BRA'],Tech. Disaster,AC,Brazil,BRA,['Cruz Das Almas (Bahia)'],[-12.653031],[-39.1219493],2002/6/24,2002,6,24,,,,,,,,[],['{Fireworks} (Misc:Explosion)'],[]
5cbe4e730862c5f1c9c54d34ae3d7774,['AC-2002-000554-BRA'],Tech. Disaster,AC,Brazil,BRA,['Near Rio Branco (Acre state)'],[-14.235004],[-51.92528],2002/8/30,2002,8,30,,,,,,,,[],['{Embraer 120 Brasilia} (Air)'],[]
da0757167e249274fac04789bdf6bfec,['AC-1995-000007-BRN'],Tech. Disaster,AC,Brunei Darussalam,BRN,[],[4.535277],[114.727669],1995/0/0,1995,0,0,,,,,,,,[],"[""74 houses & 64 apartment, comm, govn't off""]",[]
036b32bedaf2854e5105c47ec388f7a5,['AC-2001-000580-BDI'],Tech. Disaster,AC,Burundi,BDI,['Near Ngozi'],[-2.912195],[29.825001],2001/10/15,2001,10,15,,,,,,,,[],['(Road)'],[]
6190878f3034020d983aec9737267371,['AC-2002-000353-BDI'],Tech. Disaster,AC,Burundi,BDI,['Ruyigi (Rutana province)'],[-3.8791523],[30.0665236],2002/6/11,2002,6,11,,,,,,,,[],['(Road)'],[]
e617f0de0313db2aa3c1ba0c0a332550,['AC-1997-000537-KHM'],Tech. Disaster,AC,Cambodia,KHM,['Phnom Penh'],[11.558831],[104.917445],1997/0/0,1997,0,0,,,,,,,,['National Committee for Disaster Management'],['One Vietnam Airline VN-815 crashed in the rice field outside Phnom Penh International Airport killing 65 passengers and crew.'],[]
9dc783fc44b4a15f656f3cfdb5c1b540,['AC-2001-000657-KHM'],Tech. Disaster,AC,Cambodia,KHM,['Phnom Penh'],[11.558831],[104.917445],2001/11/26,2001,11,26,,,,,,,,[],['{Urban slums} (Misc:Fire)'],[]
bf947bdc8b63ffbfdf096de2ae5fe192,['AC-2007-000255-KHM'],Tech. Disaster,AC,Cambodia,KHM,['Into the mountain and in the rice field'],[12.565679],[104.990963],2007/6/25,2007,6,25,,,,,,,,['National Committee for Disaster Management'],"['On 25 June, Antony Russian-made Aircrafts crashed into the mountain and in the rice field killing 22 passengers and crew.']",[]
4f4ba9bc99770fd6ed2a8c923f070ee8,['AC-2008-000267-KHM'],Tech. Disaster,AC,Cambodia,KHM,['Svey Rieng province'],[12.565679],[104.990963],2008/11/9,2008,11,9,,,,,,,,['National Committee for Disaster Management'],['One helicopter crashed in Svey Rieng provice killing 5 passengers and crew.'],[]
09797beda496d4f2432ff1115cdb4064,['AC-2019-000200-KHM'],Tech. Disaster,AC,Cambodia,KHM,['Sihanoukville'],[12.565679],[104.990963],2019/6/22,2019,6,22,,,,,,,,['aljazeera & Em-Dat'],"['The collapse claimed the lives of at least 38 construction workers when the housing structure gave way early Saturday morning, and an additional 24 individuals sustained injuries. Sihanoukville, known for its port and resort developments, has witnessed a surge in vestment in recent years, particularly in sectors such as casinos, tourism, and property. The incident raised significant concerns regarding construction standards and safety in the region.']",[]
bd12acfad848c25083f928195f410acb,['AC-2000-000256-CMR'],Tech. Disaster,AC,Cameroon,CMR,['Soa'],[3.9833333],[11.6],2000/5/17,2000,5,17,,,,,,,,[],['(Road)'],[]
f96ee87bd3acf564bbda0e42bd7e8625,['AC-2000-000388-CMR'],Tech. Disaster,AC,Cameroon,CMR,['Bafoussam'],[5.485658],[10.41299],2000/7/7,2000,7,7,,,,,,,,[],['(Road)'],[]
8f6fe2b23525a42450764dfd8b43822d,['AC-2000-000545-CMR'],Tech. Disaster,AC,Cameroon,CMR,['Near Edea'],[3.8],[10.1333333],2000/8/27,2000,8,27,,,,,,,,[],['(Road)'],[]
16ffd1c021c3457ec140595d9f0170dc,['AC-2002-000392-CAN'],Tech. Disaster,AC,Canada,CAN,['Calgary'],[51.045],[-114.0572222],2002/5/30,2002,5,30,,,,,,,,[],['{Buildings} (Misc:Fire)'],[]
349306c457214c6818e18267259cc0aa,['AC-2004-000017-CAN'],Tech. Disaster,AC,Canada,CAN,[],[56.130366],[-106.346771],2004/1/15,2004,1,15,,,,,,,,[],['plane crash in Erie Lake'],[]
48e26798b9648988241a8d3399b5192e,['AC-2004-000016-SPI'],Tech. Disaster,AC,Canary Islands,SPI,[],[44.3658854],[-75.8768999],2004/1/14,2004,1,14,,,,,,,,[],['shipwreck with illegal immigrants'],[]
81ae1cf2e0b5e5fb7f1541401d5e35e3,['AC-2000-000314-CAF'],Tech. Disaster,AC,Central African Republic,CAF,['Near Bossemb?l?'],[-1.2890547],[36.7936225],2000/6/11,2000,6,11,,,,,,,,[],['(Road)'],[]
b08ff3a41ff47d87538325a9164002c4,['AC-2002-000722-CAF'],Tech. Disaster,AC,Central African Republic,CAF,"['Oubangui river, near Kouango']",[-1.2890547],[36.7936225],2002/11/22,2002,11,22,,,,,,,,[],['(Water)'],[]
